video_id,title,ocr_text,published_at,agent_keywords,agent_interviewer
DCQDpJuB6ts,"재건축에 대한 환상?! ""제발 멈춰주세요""","KB부동산 재건축에 대한 환상 ""제발 멈춰주세요"" 개념이 다르거든요 부동산클라스",2023-11-21,"재건축, 환상, 부동산 시장, 규제, 멈춰주세요",KB자체
aLuGwRDEXsU,"집값에 대한 위험한 착각?! ""강남 불패 너무 믿지 마세요"" (박은정 감정평가사 3부)","부동산클라스 급매매 급전세 0008 박은정 감정평가사 KB부동산 부동산 불패 법칙 깨졌다 ""집값에 대한 환상 버리세요""",2023-11-20,"집값 환상, 강남 불패, 부동산 시장, 감정평가사, 투자 전략",KB자체
CU42-0RIwTQ,"입지도 너~무 좋은데, 2029년에 더 좋아진다고요?!",대리행 KB부동산 리모델링사업 성공을 삼성물산이 함께하겠습니다 직주근접 끝판왕! 우리 아파트는 왜 재건축 불가능 한가요? 16년 후 더 좋아진다?!,2023-11-17,"입지, 리모델링, 재건축, 근접성, 2029년 전망",KB자체
sADHjPn38w0,"경제위기 오더라도 '이 현실'을 직시한다면, 한국도 고도성장할 것이라고 봅니다. (최용식 소장 2부)","부동산클라스 360504 KB부동산 57.0154 최용식 소장 21세기 경제학연구소 46 8452, 미국발 경제위기 한국 덮친다?! 제발 ‘이 현실을 직시하세요",2023-06-08,"경제위기, 한국 경제, 고도성장, 현실 인식, 최용식",최용식 소장
oEMwjsULV5I,"한국 부동산 시장 ""수술 시기 놓쳤다""","한국부동산시장 KB부동산 ""수술시기 놓쳤다"" 더 큰 피해 금액을 부동산클라스",2023-11-16,"한국 부동산 시장, 수술 시기, 피해 금액, KB 부동산, 부동산 클래스",KB자체
kMuAuLu2gb0,"집값 반등 아직 멀었다?! ""강남 풀고 양도세 풀어야 진짜 바닥입니다"" (김인만 소장 1부)","부동산클라스 김인만 소장 부동산경제연구소 집값, 3년이 고비. KB부동산 2차하락'이때 옵니다",2023-06-13,"집값 반등, 양도세 완화, 강남 부동산, 부동산 시장, 바닥 시기",김인만 소장
uOqZkGVtPR8,"똘똘한 한 채'도 무너진다?! ""엉터리 집값에 속지 마세요"" (박은정 감정평가사 2부)","부동산클라스 KB부동산 박은정 감정평가사 집값 조정불가피한 이유 ""비싸게 사줄 사람이 없어요""",2023-11-15,"집값, 조정, 투자 위험, 시장 전망, 감정평가",KB자체
ApIWs08jfHk,정말 안타깝습니다. 이런 분들은 제발 '집' 좀 파세요,이런분들은 KB부동산 제발집 좀 파세요 생각합니다. 부동산클라스,2023-11-14,"집 판매, 부동산, 안타까운 상황, 시장 동향, 상담 요청",KB자체
YdLRePRCqwI,함부로 집 샀다가는 진짜 큰일 납니다 (박은정 감정평가사 1부),"부동산클라스 KB부동산 박은정 감정평가사 감당못할부채의 끝 ""아파트가 줄줄이 무너진다""",2023-11-13,"부동산 투자, 리스크 관리, 부채 문제, 아파트 시장, 감정평가",KB자체
yK4bUxNvKBY,5억짜리 아파트 주택연금 실수령액은? (김경록 고문 풀버전),부동산클라스 KB부동산 김경록 미래에셋자산운용 고문 5억짜리 아파트 주택연금 실수령액은?,2024-04-02,"아파트, 주택연금, 실수령액, 김경록, 부동산",김경록 박사
OXox-myKpj8,"싹 바뀐 부동산 흐름 ""이제 장기 상승랠리는 없을겁니다"" (박원갑 위원 풀버전)","부동산클라스 KB부동산 박원갑 KB국민은행 부동산수석전문위원 부동상 상승장 다시 온다?! ""저는 아니라고 봅니다""",2023-11-13,"부동산 흐름, 장기 상승, 금리 인상, 하락 전망, 박원갑 위원",KB자체
xvq3h6ZSgVU,"역세권 맞먹는 호수뷰 프리미엄, 실거래가 20억?! [임장가자 EP. 02]",임장가자 와..너도...?! KB부동산 남동탄도20억 찍었다?!,2023-11-10,"역세권, 호수뷰, 프리미엄, 실거래가, KB부동산",KB자체
Q09WVujDwX0,부동산 시장 움직이는 큰 손의 정체?!,OUL KB부동산 부동산시장 움직이는 큰 손의 정체?! 왜냐면 MZ세대들은 부동산클라스,2023-11-09,"부동산 시장, 큰 손, MZ세대, 투자 전략, 시장 동향",KB자체
hejERe8WSXE,죽을 때까지 일하는 시대가 왔다! 은퇴 후 월 500만 원 '이렇게' 준비하세요 (김경록 고문 3부),"부동산클라스 ""죽을 때까지 일하는 시대"" KB부동산 김경록 ●미래에셋자산운용 고문 은퇴 후 월 500만원 '이렇게' 준비하면 됩니다",2024-03-27,"은퇴 준비, 월 500만 원, 부동산 투자, 수익 전략, 경제적 자유",김경록 박사
BoFzEa20Koc,"""흐름이 완전히 바뀌었어요"" 부동산에 나타난 이상징후 (박원갑 위원 2부)","부동산클라스 KB부동산 박원갑 KB국민은행 부동산수석전문위원 부동산법칙이 뒤집혔다 ""집값, 싹다 물갈이 됩니다""",2023-11-08,"이상징후, 부동산시장 변화, 박원갑 위원, 집값 전망, 부동산법칙 변화",KB자체
n6wN-c7eUhg,내년 집값 '이것'이 결정합니다,KB부동산 내년 집값 '이것'이 결정합니다 특히 무주택자들이 불안심리를 느끼게 되면 부동산클라스 트 브이,2023-11-07,"집값, 결정 요인, 무주택자, 불안 심리, 부동산 시장",KB자체
X0gXqdWhrUQ,부동산 시장 '2차 하락' 올 수밖에 없는 이유는요...(김인만 소장 풀버전),부동산클라스 김인만 소장 부동산경제연구소 KB부동산 부동산시장 '2차 하락' [올수밖에 없는 이유는요...,2023-06-25,"2차 하락, 부동산 시장, 경제 분석, 금리 인상, 투자 전략",김인만 소장
LmKSO_wgkKc,서울도 아닌데 20억 찍은 이유,서울도 아닌데 20억 찍은 이유 동탄 거주자들은,2023-11-03,"동탄, 20억, 부동산, 투자 이유, 거주자 분석",KB자체
QUzxyySqkhM,"""집 한 채로는 위험합니다"" 나이들기 전에 '이것'부터 꼭 준비하세요 (김경록 고문 2부)","부동산클라스 ""부동산 시대는 끝났다"" KB부동산 김경록 미래에셋자산운용 고문 “집 한 채로는 위험하다"" 나이들면 분명 후회합니다",2024-03-20,"부동산 투자, 자산 분산, 노후 준비, 시장 변화, 위험 관리",김경록 박사
cmXeKASJ_vo,20억 찍고 2주 만에 1억 또 올랐다고? 실제 분위기는 어떤지 직접 다녀왔습니다 [임장가자 EP. 01],입장가자 Donglen Stewa KB부동산 매월 1억씩 오르는 아파트,2023-11-03,"아파트, 가격 상승, 투자 분위기, 부동산 동향, 임장 방문",KB자체
tamiAFRTvvk,"부동산 상승?! NO!! ""이번 주, '이것'이 시장의 방향을 결정할 겁니다"" [친절한 부동산 EP. 5]",KB부동산 이지선 성우 정재훈 박사 이번 주가 고비입니다 이 '흐름'을 주목하세요,2023-11-02,"시장 방향, 부동산 상승, 핵심 흐름, 금리 동향, 투자 전략",KB자체
Ty0DToksq4o,서울 아파트 가격의 미래는...,KB부동산 앞으로 아파트가격은 '이것'이 결정합니다 서울에 있는 업무지구라는 게 부동산클라스,2023-11-01,"서울 아파트, 가격 전망, 업무지구, 부동산 시장, 영향 요소",KB자체
aNlfRH5ljms,부동산 공급 부족 위기! 더 심각한 건...,C 심각한 공급 부족 KB부동산 위기의 한국부동산 올라갔기 때문에 부동산클라스,2023-11-01,"부동산 공급 부족, 위기, 한국 부동산, 시장 동향, 투자 영향",KB자체
p63yNzp0pfA,심각한 현재 한국 부동산 시장의 현실,TI- 현재 부동산시장 KB부동산 사태가 심각합니다 지금 PF대출 연장으로 부동산클라스,2023-10-31,"부동산 시장, KB부동산, PF대출, 시장 현실, 심각성",KB자체
CSThFFyylhs,부동산 시장 분위기 곧 바뀔겁니다,주담대 금리 상승 KB부동산 시장분위기 바뀔 것 시장금리를 국고채 10년물로 부동산클라스 27,2023-10-26,"부동산 시장, 금리 상승, 시장 분위기 변화, 주담대 금리, 국고채 10년물",KB자체
x6ocWH4ckbw,"노후 준비에도 골든타임이 있습니다 ""제발 이렇게 준비하세요"" (김경록 고문 1부)",부동산클라스 KB부동산 5000 김경록 미래에셋자산운용 고문 가장 현실적인 노후생활비 최소'이 정도'필요합니다,2024-03-13,"노후 준비, 골든타임, 현실적인 생활비, 김경록 고문, 부동산 투자",김경록 박사
2VCn9IZMkwE,"부동산 하락 시그널, '이렇게' 판단하세요",현재 부동산은 KB부동산 단기 조정 시점?! 그런데 딱 반대로 행동해야 하기 때문에 부동산클라스,2023-10-20,"부동산 하락, 시장 판단, 조정 시점, 반대 행동, 투자 전략",KB자체
2-QzIxdM-7g,목동 따라갈까? 신정뉴타운의 기대되는 미래,대리기행 학군 받고 자연 환경까지! KB부동산 목동 따라갈까? 속도내는 신정뉴타운,2023-10-19,"신정뉴타운, 목동, 자연 환경, 학군, 부동산 기대감",KB자체
4eO6tPMHDMA,절대 실패하지 않는 부동산 찾는 법,"KB부동산 절대 실패하지 않는 부동산선택 법 1 서울 서울 수도권 신축 1. 2. 서울, 3. 강남 ㄹ 4. 지방 2. 서울, 수도권 준신축 3. 강남 라인 구축 4. 지방 핵심지역의 신축 부동산클라스",2023-10-19,"부동산 선택법, 강남, 신축, 수도권, 핵심지역",KB자체
zA8Q0-TapKg,주택 증여 '이렇게' 하면 세금 걱정 없습니다 (이승현 회계사 4부),부동산클라스 이승현 회계사 진진세무회계 대표 KB부동산 자녀에게 주택 증여 '이것'으로 무조건 절세 가능,2023-07-11,"주택 증여, 세금 절세, 이승현 회계사, 부동산, 자녀 증여",이승현 회계사
uAQvnm3c0r4,로또 청약 당첨된 썰 풉니다,KB부동산 로또청약 당첨된 썰 줍니다 복이 날아갈까타!!! 부동산클라스,2023-10-17,"로또 청약, 당첨 경험, 복권 비유, 부동산 투자, 청약 전략",KB자체
ygwtBt4RV4s,시세 차익만 무려 10억?! 로또 청약 당첨 문자 받았습니다 (정영진X이지선 4부),부동산클라스 KB부동산 ?!!! 정영진 방송인 이지선 성우 시세차익만 무려 10억?!! 로또청약 당첨된 썰,2023-10-16,"시세 차익, 로또 청약, 부동산 투자, 정영진, 이지선",KB자체
pMriH9Ok-LY,모두 같은 재건축이 아니다! TOP of '입지 깡패' 단지는?,대리기행 3. 목동 왜자꾸 좋아져요! 재건축 훈풍이 분다~ 서부 중심축 목동 KB부동산,2023-10-13,"재건축, 입지, 목동, 부동산, 투자",KB자체
qdsBweYnN48,회사 사정 나빠졌다던 남편의 비밀,도 KB부동산 회사사정 나빠졌다던 남편의 비밀 도리어 !!! 부동산클라스,2023-10-12,"남편, 비밀, 회사 사정, 부동산, 클라스",KB자체
sVDWxOeg80c,"아이 둘 키우는 주부의 사연 "" 갑자기 끊긴 생활비, 그 이유가 주식 때문이라고 하네요..."" (정영진X이지선 3부)","부동산클라스 KB부동산 저 몰래 "" '어떡해... 이지선 성우 정영진 방송인 주식으로 6억 날린 남편 결혼이 후회됩니다",2023-10-11,"생활비, 주식 투자, 부부 갈등, 재정 문제, 경제적 영향",KB자체
q-eveMducy8,만약 남편의 숨겨둔 비상금을 발견했다면?!,KB부동산 만약 남편의 숨겨둔 비상금을 발견했다면?! 서로 용돈제 + 공동 적금 부동산클라스 서로!,2023-10-10,"남편의 비상금, 용돈 제도, 공동 적금, 부동산 투자, 가정 재정 관리",KB자체
TktKyIo-wZc,"이혼 걱정 없는 돈 관리 노하우!! ""어떻게 해야 현명할까?"" (정영진X이지선 2부)",부동산클라스 각자 vs 합쳐 ?!! KB부동산 이지선 성우 이혼걱정 없는 돈관리 노하우 정영진 방송인,2023-10-09,"이혼 걱정, 돈 관리, 재산 보호, 부동산 투자, 현명한 소비",KB자체
qJ-87A11k-s,최근 아파트를 매수 할 마음이 생긴 이유 #부동산전망,KB부동산 아파트를 매수할 마음이 생긴 이유 KB부동산을 만났기 때문이죠 KB부동 부동산클라스 대문이죠,2023-10-05,"아파트 매수, 부동산 전망, 가격 상승, 투자 이유, KB부동산",KB자체
YtTLs9g685o,주식 몰빵 vs 저축! 과연 이들의 선택은? 정프로와 이지선 성우의 재태크 매운맛 토크! (정영진X이지선 1부),부동산클라스 KB부동산 파이너스는 웁니다 정영진 방송인 수익률 플러스 이지선 성우 주식몰빵 VS 저숙 돈불리려면 이렇게?!,2023-10-04,"주식 투자, 저축 전략, 재테크, 금융 토크, 수익률 비교",KB자체
KBEMQ04WkQQ,얼마 남지 않았습니다. 무주택자라면 '이곳'을 눈여겨보세요 [친절한 부동산 EP. 4-2],KB부동산 이지선 성우 상 정재훈 박사 거짓 이슈에 속지 마세요 '이런' 지역을 골라야 합니다,2023-09-27,"무주택자, 투자 지역, 부동산 트렌드, 기회, 시장 전망",KB자체
c_H8d75OocE,역전세 대란 지속 vs 끝?! 앞으로 전세시장 '이렇게' 됩니다 [친절한 부동산 EP. 4-1],"KB부동산 이지선 성우 au 어떻게 하는가!!! 정재훈 박사 ""무서워서 못들어가요"" 역전된 전세시장실상은...?",2023-09-26,"역전세 대란, 전세시장 변화, 전세가격, 부동산 동향, 시장 전망",KB자체
dZEL_6UcCKQ,"청약, 지금이 기회다?!","상품성이 MOLT KB부동산 분양가격 더 오른다! 청약, 지금이 기회?! 상품성이 좋은 지역들에서 그렇게 쏟아져 나오는 상황은 아니고 부동산클라스 서 그렇게",2023-09-25,"청약, 기회, 부동산 시장, 분양가격, 투자 전략",KB자체
Bk3O36X9Bho,한국 부자 순위 '이것'으로 결정됩니다,부자들이 애정하는 KB부동산 부동산 투자! 하지만... 높은 수익을 경험해 보셨던 것들을 갖고 계시기 때문에 부동산클라스 높은 셨던 거드,2023-09-19,"한국 부자 순위, 부동산 투자, KB부동산, 수익, 부동산클라스",KB자체
Atk4ZJ6cLsk,내 집 마련 준비중이라면 '이것'을 반드시 고려하세요!,t KB부동산 대리기행 석불가마 YA COFFEE '성북구' 고민이라면 이 영상을 꼭 보세요,2023-09-15,"내 집 마련, 준비 사항, 성북구, 투자 전략, 부동산 시장",KB자체
u5JdH9xamM8,"""교수님 꺼지세요.""","KB부동산 교수님 꺼..지세요 ""싫어요!"" 목소리 목소리 복제 완료! 복 부동산클라스",2023-09-14,"교수님, 부동산, 목소리 복제, 비판, 감정 표현",KB자체
A7ElSVHkTYE,IMF의 경고! 세계 경제와 거꾸로 가는 한국 경제... 왜? (김광석 실장 1부),173 부동산클라스 긴급진단 IMF의 5번째 경고?! 한국 경제성장률 계속 낮추는 이유 KB부동산 .850 김광석 한국경제산업연구원 경제연구실장,2023-08-01,"IMF 경고, 한국 경제, 경제 성장률, 부동산 클라스, 긴급 진단",김광석 교수
AXXQNv1uWV4,심각한 한국의 미래...일본을 따라간다?! '노후 파산'이 진짜 무서운 이유 (강창희 대표 1부),부동산클라스 KB부동산 퇴직 후엔 강창희 대표 트러스톤자산운용 연금포럼 '빚만 남는다?!,2023-08-02,"노후 파산, 일본 사례, 부동산 시장, 연금 문제, 한국 경제",강창희 대표
H9ZdLHMVyFk,부동산 시장의 불편한 진실?!,"불편한 진실, KB부동산 100조원이 향하는 곳은... ""묻고 더블로 가!"" 부동산클라스 של",2023-09-12,"불편한 진실, 부동산 시장, KB부동산, 투자 방향, 100조원",KB자체
JuUjb9k9yzM,서울에서 최고가 대비 -27% 아파트! 직접 다녀왔습니다,105 대리기행 최고가 대비 직접 다녀왔습니다! 서울에서 -27% 아파트는?!,2023-09-08,"서울, 아파트, 최고가 대비, -27%, 직접 다녀왔습니다",KB자체
ivNl8Psj0o4,흑자 기업도 문 닫는 나라...,"일본 경 950 앞으로 3년 KB부동산 250만 기업 문 닫는다"" 일본경제 대위기 일본 경제산업성 통계에 따르면 250만개 기업이... 부동산클라스 |따르면 어이",2023-09-07,"일본 경제, 기업 위기, 부동산 문제, 금융 불안, 구조적 변화",KB자체
qd0UqkKAh-k,"3가지' 사이클의 정확한 매칭! 앞으로 집값, 이렇게 됩니다 (김광석 실장 2부)",부동산클라스 KB부동산 하반기 최악의 고비 김광석 실장 한국경제산업연구원 부동산시장 '이렇게' 됩니다.,2023-08-07,"사이클, 집값, 고비, 김광석, 부동산시장",김광석 교수
32v0UAeNCow,"""절대 경착륙은 용인하지 않겠다.""",미국 대선 전 KB부동산 무조건 연착륙시키겠다! 이런 상황에서도 마이너스통장 한도 상향 이런 상 부동산클라스,2023-09-05,"연착륙, 미국 대선, KB부동산, 마이너스통장, 부동산 시장",KB자체
IlHnWK_ARmo,"""주식? 부동산? 기회는 '여기'에서 옵니다"" (김광석 실장 3부)","부동산클라스 NET WT KB부동산 1533 정확히 김광석 실장 한국경제산업연구원 1년전에도 맞췄습니다 ""현금 대신 현물늘리세요""""",2023-08-09,"주식, 부동산, 기회, 현물 투자, 김광석",김광석 교수
JBmBCRpajMU,"""빈 아파트만 1억 3천만 채"" 중국 부동산 망한 이유 (안유화 풀버전)",부동산클라스 안유화 총장 미국 어바인대학교 중국경제 거품 시작. KB부동산 40년호황끝난 중국?!,2023-09-03,"빈 아파트, 중국 부동산, 경제 거품, KB부동산, 호황 종료",KB자체
6VJ_iab6JFw,대체 방이 몇개야...170평대 초호화 대저택 가격이 얼마라고요?!,"집 안 곳곳이 힐링 포인트!2 대체 방이 몇 개야?! 멀티룸 골프연습실 ""개인 정원 사우나실 파티룸 4. 마스터룸은...?!",2023-09-01,"초호화 대저택, 가격, 멀티룸, 개인 정원, 힐링 포인트",KB자체
oeoWFxgir9s,주택 공급 비상! 집값이 위험하다?! [친절한 부동산 EP. 3],KB부동산 주택 공급 부족! 정재훈 박사 방치하면 폭등후 경착륙?!,2023-08-31,"주택 공급, 집값, 공급 부족, 경착륙, 폭등",KB자체
wqtgmFFGdeQ,이 영상 하나로 '하반기 집값' 확실히 정리해 드립니다 (김광석 실장 풀버전),부동산클라스 김광석 실장 KB부동산 한국경제산업연구원 현금 들고 준비하세요 엄청난 기회 옵니다,2023-08-13,"하반기 집값, 부동산 시장, 투자 전략, 기회, 김광석 실장",김광석 교수
aFIUwPVBFlQ,"""죽을 때 되게 아쉬울 것 같아요""",지금 바로 KB부동산 리스크 테이킹하라! 그럼 너는 이 세상에 살았다고 할 수 있을까? 그럼 ㄴ 부동산클라스 삼았ㄷ 에 197?,2023-08-30,"부동산 투자, 리스크 관리, 시장 전망, 삶의 가치, 후회 없는 선택",KB자체
0qsBGYhGr0w,당장 '이것' 버리지 않으면 억대 자산도 소용없습니다 (강창희 대표 2부),802 강창희 대표 트러스톤자산운용 연금포럼 일본보다 더 비참해질 한국의 미래?! KB부동산,2023-08-15,"자산 관리, 투자 전략, 경제 불확실성, 한국 미래, 부동산 시장",강창희 대표
m3jDSVkJSBE,"""가장 확실한 노후 대비는 재테크가 아닙니다"" (강창희 대표 3부)",부크클라스 강창희 대표 트러스톤자산운용 연금포럼 KB부동산 불행하게늙지 않으려면 [꼭보셔야합니다,2023-08-16,"노후 대비, 재테크, 재산 관리, 연금 포럼, 금융 전략",강창희 대표
53HTXhG1zoI,"""사실상 청년 절반이 백수"" 사상 최악 취업난 터진 중국 실상 (안유화 총장 3부)","부동산클라스 KB부동산 안유화 총장 미국 어바인대학교 ""중국 부동산 붕괴"" "" 진짜 무서운게 남았다",2023-08-28,"취업난, 청년 실업, 중국 경제, 부동산 붕괴, 사회적 이슈",KB자체
1io16D5by7Y,170평 넘는 집은 어떻게 생겼을까?,길 잃을 뻔;; 1층만 170평?! 미로 같은 집의 비밀 검은색 라인이 보이는데,2023-08-28,"170평, 집 구조, 미로 같은 디자인, 공간 활용, 주거 형태",KB자체
ncyULQKDmcg,"노후 망치는 최악의 투자, 당장 '이것'부터 끊으세요 (강창희 대표 풀버전)",강창희 대표 트러스톤자산운용 연금포럼 노후가 비참해지는 가장큰이유 K부동산,2023-08-20,"노후, 투자, 부동산, 재정 관리, K부동산",강창희 대표
yFvJxZR1g9A,한국 기업의 운명은...,테슬라가 KB부동산 중국으로 간 이유 무봉산 클라스 그러면 한국은 어떻게해야되나 부동산클라스 산클라스,2023-08-25,"기업 운명, 테슬라, 부동산, 중국 시장, 한국 대응",KB자체
qDG4YEe__OA,170평 넘는 대저택?! 방 찾다가 길 잃을 뻔...,170평 넘는 고급주택 내부는?! 밤 찾다가 길 잃을 뻔;;,2023-08-25,"대저택, 고급주택, 방, 길 잃다, 내부 탐방",KB자체
0BHgkv8W8xE,大중국 수출 시대의 종말! 한국에 찾아온 기회?! (안유화 총장 2부),부동산클라스 KB부동산 중국 경제가 망해야 안유화 총장 미국 어바인대학교 '돈벌' 기회가옵니다,2023-08-24,"중국 수출, 경제 동향, 한국 기회, 글로벌 투자, 부동산 시장",KB자체
6yzVYx-sjB0,큰 문제' 생긴 미중관계?!,전 美 국무장관 100세 키신저는 KB부동산 왜 중국에 갔을까? 국방 문제 부동산클라스,2023-08-22,"미중관계, 키신저, 부동산, 국방 문제, 중국",KB자체
VwdpDkQj_iU,"중국의 총체적 위기?! ""진짜 중요한 건 뉴스에 안 나옵니다."" (안유화 총장 1부)","부동산클라스 ""당장 '이것' 멈춰야 합니다” 심각한 중국 경제 무슨 일이?! KB부동산 안유화 총장 미국 어바인대학교",2023-08-21,"중국 경제, 부동산 위기, 총체적 위기, 뉴스 생략, 안유화 총장",KB자체
099wiwekkPw,오늘 부부싸움 하셨나요? 빨리 화해하세요.,KB부동산 부부싸움 했으면 빨리 화해하세요 개호 (=곁에서 돌보아 줌) 부동산클라스 개 부,2023-08-17,"부부싸움, 화해, KB부동산, 커플 상담, 갈등 해결",KB자체
AH5BS2szL_8,당신이 찾던 전지적 KB부동산 시점,KB부동산 내집내집 등록 이벤트 내집 내집 살고 시즌2 44 집에 관한 모든 것을 All Care Al KB부동산 내집내집 서비스!,2023-08-16,"KB부동산, 내집내집, 부동산 정보, 등록 이벤트, 시점 분석",KB자체
GZE0wO3XPXw,"""자녀 교육하다가 다 망합니다""",자녀 교육하다 다 망칩니다 KB부동산 또 그렇게 써 가지고 부동산클라스,2023-08-15,"자녀 교육, 부동산, 위험, 투자 전략, 미래 전망",KB자체
fpGtG1B_ppY,이곳에 모아타운 추진구역만 4곳?!' 직접 다녀왔습니다,대리기행 KB부동산 소액 투자 가능?! 이곳을 주목하세요,2023-08-11,"모아타운, 추진구역, 소액 투자, 부동산 시장, 주목지역",KB자체
ZzTf8uVO2v0,다 오르는데 집값도 안 오를까요?!,KB부동산 다 오르는데 집값도 안 오를까요? 집값도 오르고 부동산클라스,2023-08-10,"집가격, 부동산 시장, 금리 인상, 투자 전략, 시장 전망",KB자체
rCUyswPDrT4,"혼돈의 전세 시장, 역전세 대란 온다?!",KB부동산 혼돈의 전세시장 역전세대란 온다?! 전세가격 하반기 상승 전환 예상! 전세 ㄱ 부동산클라스,2023-08-09,"전세 시장, 역전세 대란, 가격 상승, 하반기 전망, 부동산 투자",KB자체
yKYGc6-8OuI,"시진핑 경제의 몰락? 심상치 않은 '탈중국' 기류 ""미국이 절대 망하지 않는 이유는..."" (박정호 교수 1부)",부동산클라스 KB부동산 중국이 미국을 박정호 교수 절대못이기는 이유?!,2023-09-04,"탈중국, 시진핑 경제, 미국의 강세, 글로벌 경제, 부동산 영향",박정호 교수
xJX7qd64uWM,하반기 경제 운명은? 상승 vs 하방,KB부동산 상승 vs 하방 하반기 경제 운명은? 강한 상승세가 나올 수 없는 이유 2 경기 불황 강한 성 부동산클라스 이유 2,2023-08-08,"하반기 경제, 상승세, 경기 불황, 부동산 전망, 경제 운명",KB자체
hgDtqEo08Zg,"예견된 한국의 미래?! ""이러다 다 죽어..."" (박정호 교수 2부)",부동산클라스 기업은 부자 박정호 명지대학교 특임교수 국민은 가난한 나라 KB부동산,2023-09-06,"한국의 미래, 부동산, 박정호 교수, 가난한 나라, KB부동산",박정호 교수
R4G0u4Iwags,10년 후 천지개벽할 이곳?! 그런데...!,대리기행 고등학교가 없네?! 3 상도 KB부동산 재개발 호재 넘친다?! 직접 가봤더니...,2023-08-03,"천지개벽, 재개발, 상도, 부동산 호재, 10년 전망",KB자체
E55jr13UyXk,심각한 한국의 미래...,"KB부동산 퇴직 후엔 '빛'만 남는다?! 자녀들이 우리를 부양 해줄 수 있을까?? 자녀들 부동산클라스 ㅂ야 을까?""",2023-08-03,"한국의 미래, 부동산 시장, 자녀 부양, 퇴직 후 재정, 부동산 교육",KB자체
kbe0praDE6k,지금 집값 '이것'으로 간신히 버티고 있습니다 (박정호 교수 3부),부동산클라스 KB부동산 박정호 명지대학교 특임교수 반값 아파트가 넘쳐나면 벌어질끔찍한 일?!,2023-09-11,"집값, 부동산 클라스, 박정호 교수, 반값 아파트, 경제적 영향",박정호 교수
yw0HU2HdlxU,금리 인상 이제는 없다?!,금리 인상 KB부동산 이제는 없다?! 2023년 하반기 고물가 고금리 기조가 2023년 끝나가는 구간 고물기 부동산클라스 시조가,2023-08-02,"금리 인상, 고물가, 고금리, 부동산 시장, 2023년 하반기",KB자체
qrBsws6J1VQ,"""지금처럼 살면 뒤처진다"" 챗 GPT시대! 결국 살아남을 직업은... (박정호 교수 4부)","부동산클라스 KB부동산 ""제가 복제되고 있어요"" 박정호 명지대학교 특임교수 돈 버는 법칙이 바뀐다?! 사라질 직업 충격의 1위",2023-09-13,"챗GPT, 직업 변화, 부동산 시장, 돈 버는 법칙, 미래 직업",박정호 교수
2Uark1aVfbQ,모두가 행복해지려면...,밸런스가 KB부동산 무너진 한국?! 가격이 오르니까 부동산클라스,2023-08-01,"행복, 부동산 시장, 가격 상승, 투자 전략, 한국 경제",KB자체
Epmz1Te1G_k,한국 부동산 경착륙 위기..?!,한국 부동산 KB부동산 경착륙 위기?! 갭투자 시장 갭투자 물건이 시장에서 해소돼야 하는데 부동산클라스,2023-07-31,"경착륙, 부동산 시장, 갭투자, 위기, 해소",KB자체
KWR9buhJ9wc,미국에 일자리 몰빵(?) 한국의 예견된 미래?! (박정호 교수 풀버전),부동산클라스 KB부동산 빚에 허덕이는 기업 박정호 명지대학교 특임교수 무려 1천조원 육박?!,2023-09-17,"일자리, 미국, 부동산, 빚, 한국의 미래",박정호 교수
RRnyX4UfDg4,대한민국 '찐 부자'는 이미 이쪽으로 갈아타고 있다?! (김규정 소장 1부),"부동산클라스 50000 3000 50000 00009 1000 ""부자의 판도가 바뀌고 있어요"" 500 000 J005 5000 KB부동산 김규정 00 한국투자증권 자산승계연구소장 충격! 대한민국 부자 순자산만 000억?!",2023-09-18,"부자 투자 전략, 자산 관리, 부동산 시장, 김규정 소장, 자산 승계",김규정 소장
Pw1om9kEnF8,냉장고만 4천 만원?!!,강남 13분거리 자연 속 고급주택 놀라운 주방 클라스 아 돈도 돈이지만,2023-07-28,"고급주택, 주방, 가격, 강남, 자연 환경",KB자체
63a6uC8neoY,여전히 많이 오른 집값?! 지금은 '이렇게' 하세요 (김규정 소장 2부),부동산클라스 KB부동산 김규정 한국투자증권 자산승계연구소장 부동산 상승 모멘텀 전멸?! [지금 집값 분위기는...,2023-09-20,"집값 상승, 투자 전략, 부동산 시장, 상승 모멘텀, 김규정",김규정 소장
20MWmda3JgM,"""하늘에서 빛이 내려와요...✨⭐️🌟"" 집에서 은하수를 볼 수 있다?!",집이 60억대?! 천장만 봐도 이게 뭐죠?! 너무 눈부셔요! 이것은...,2023-07-28,"집, 인테리어, 천장 디자인, 은하수, 부동산 가치",KB자체
oM3WWBe-LzI,하락 리스크 남아있다?! 앞으로 집값은...(김규정 소장 풀버전),부동산클라스 KB부동산 김규정 한국투자증권 자산승계연구소장 하락리스크 남아있다?! 앞으로 집값은...,2023-09-25,"하락 리스크, 집값 전망, 부동산 시장, 투자 전략, 김규정 소장",김규정 소장
4zIG7XHkZc0,전세'가 무서운 이유,전세가 무서운 이유 그때가 너무 올랐기 때문에 부동산클라스 KB부동산,2023-07-25,"전세, 가격 상승, 부동산 시장, 위험 요소, 임대차 보호",KB자체
WVKflM7Tz6A,이곳'으로 말할 것 같으면...,"KB부동산 실수요자라면 '이 지역'을 주목하세요 배후 배후수요로 재건축, 뉴타운 효과 친절한 부동산",2023-07-24,"재건축, 뉴타운, 배후수요, 실수요자, 부동산 투자",KB자체
